Time,Marker,Group,lumbar_flexion_fwd_deg,lt_lumbar_flexion_lat_deg,lt_lumbar_axial_deg,rt_lumbar_flexion_lat_deg,rt_lumbar_axial_deg,thoracic_flexion_fwd_deg,lt_thoracic_flexion_lat_deg,lt_thoracic_axial_deg,rt_thoracic_flexion_lat_deg,rt_thoracic_axial_deg,lt_hip_flexion_deg,lt_hip_abduction_deg,lt_hip_rotation_ext_deg,lt_knee_abduction_deg,lt_knee_rotation_ext_deg,lt_knee_flexion_deg,lt_ankle_dorsiflexion_deg,lt_ankle_abduction_deg,lt_ankle_inversion_deg,rt_hip_flexion_deg,rt_hip_abduction_deg,rt_hip_rotation_ext_deg,rt_knee_abduction_deg,rt_knee_rotation_ext_deg,rt_knee_flexion_deg,rt_ankle_dorsiflexion_deg,rt_ankle_abduction_deg,rt_ankle_inversion_deg
0.185,,Control,0.4018235339,0.6352836065,-0.1124819595,-0.6352836065,0.1124819595,4.914159141,-0.8063072235,0.7695761024,0.8063072235,-0.7695761024,-9.317190717,1.423097858,-2.378334944,-1.010169429,2.234789918,-4.271044104,4.580731,0.750873343,-0.1477644727,-5.75961902,0.1415393741,-2.200578977,0.9120894702,1.374553757,-0.3881216948,5.265786543,0.7428985983,2.33245981
0.19,,Control,0.4730758645,0.6358239578,-0.1206195925,-0.6358239578,0.1206195925,4.900905035,-0.8109748755,0.7688605388,0.8109748755,-0.7688605388,-9.389232743,1.432131377,-2.374838091,-1.012382552,2.241247821,-4.289842917,4.574022496,0.7502782448,-0.1415312877,-5.815038581,0.1375453471,-2.185159723,0.909257426,1.356812434,-0.3766361793,5.269604545,0.737432198,2.326378371
0.195,,Control,0.5452960561,0.6365508411,-0.1301704092,-0.6365508411,0.1301704092,4.887984317,-0.8151475068,0.7687298115,0.8151475068,-0.7687298115,-9.461483049,1.440995954,-2.370832573,-1.01444541,2.246693836,-4.308603621,4.567465223,0.7493749576,-0.135206888,-5.870340923,0.1338563685,-2.169059128,0.9060657166,1.338908472,-0.3644012132,5.27391707,0.7322170863,2.320375335
0.2,,Control,0.6174792154,0.6374313884,-0.1409964341,-0.6374313884,0.1409964341,4.875692065,-0.8187960975,0.7691801492,0.8187960975,-0.7691801492,-9.533259814,1.449714057,-2.366236196,-1.016369302,2.251106476,-4.327093345,4.561138108,0.7481880472,-0.1287978027,-5.924832526,0.1304132346,-2.152809286,0.9025514296,1.321168033,-0.3512518216,5.278756397,0.7273527724,2.314447054
0.205,,Control,0.6886272172,0.6384306694,-0.1529168584,-0.6384306694,0.1529168584,4.864286056,-0.8218931949,0.7701795536,0.8218931949,-0.7701795536,-9.603874079,1.458327837,-2.360996217,-1.018175957,2.254492373,-4.34507086,4.555118902,0.7467549128,-0.1223124641,-5.977837618,0.1271411116,-2.136947989,0.8987595113,1.303902173,-0.3370379717,5.284146332,0.7229500791,2.308585065
0.21,,Control,0.7577932287,0.6395184655,-0.1657228926,-0.6395184655,0.1657228926,4.853953467,-0.8244180402,0.7716706167,0.8244180402,-0.7716706167,-9.672633612,1.466892692,-2.355092892,-1.019894269,2.256874686,-4.36228799,4.549478816,0.7451271408,-0.1157618655,-6.028709893,0.1239564244,-2.121982504,0.8947403375,1.287389684,-0.3216334354,5.290099938,0.7191259175,2.302777493
0.215,,Control,0.8241146662,0.640675871,-0.1791933514,-0.640675871,0.1791933514,4.844790567,-0.8263628279,0.7735731895,0.8263628279,-0.7735731895,-9.738849125,1.475469342,-2.348538385,-1.021556383,2.258279843,-4.378496398,4.544280883,0.7433692095,-0.1091593378,-6.076839203,0.1207768174,-2.108355354,0.8905466542,1.271860822,-0.304943726,5.296618497,0.7159985723,2.297011397
0.22,,Control,0.886833721,0.6418984918,-0.1931058812,-0.6418984918,0.1931058812,4.836794726,-0.82773562,0.7757875431,0.82773562,-0.7757875431,-9.801843996,1.484116417,-2.341384305,-1.023193815,2.258742851,-4.393455305,4.539579548,0.7415529207,-0.1025198964,-6.121656606,0.1175297498,-2.096418396,0.8862298566,1.257484943,-0.2869134679,5.303688191,0.7136812523,2.291273546
0.225,,Control,0.9453084066,0.643196483,-0.2072417628,-0.643196483,0.2072417628,4.829876381,-0.8285622867,0.7781987056,0.8285622867,-0.7781987056,-9.860974359,1.492883798,-2.333722288,-1.02483375,2.258313976,-4.406942163,4.535420212,0.7397512021,-0.09585919068,-6.162650639,0.114160443,-2.086416753,0.8818349598,1.244361696,-0.2675359142,5.311276916,0.7122768927,2.285550875
0.23,,Control,0.999022951,0.6445948445,-0.2213938141,-0.6445948445,0.2213938141,4.823878455,-0.8288879485,0.7806822429,0.8288879485,-0.7806822429,-9.915652904,1.501806511,-2.325679284,-1.026496275,2.257063352,-4.418759601,4.531836938,0.7380291319,-0.08919203264,-6.199391847,0.1106372181,-2.078477492,0.8773988714,1.232517006,-0.2468628808,5.31933353,0.7118699089,2.279829669
0.235,,Control,1.047592984,0.6461320588,-0.2353816034,-0.6461320588,0.2353816034,4.818598692,-0.8287744013,0.7831146805,0.8287744013,-0.7831146805,-9.965368845,1.510898264,-2.317411083,-1.028191943,2.255079625,-4.42873897,4.52885093,0.7364357514,-0.0825313079,-6.2315564,0.106953817,-2.072602337,0.8729499975,1.221907454,-0.2250128186,5.327787089,0.7125182271,2.274093614
0.24,,Control,1.090763732,0.6478583267,-0.2490690129,-0.6478583267,0.2490690129,4.813809974,-0.82829453,0.7853826004,0.82829453,-0.7853826004,-10.00970523,1.520146492,-2.309094205,-1.029921296,2.252463202,-4.436745102,4.526471483,0.7349981947,-0.07589000868,-6.258940532,0.1031286539,-2.068669554,0.8685113341,1.212430311,-0.2021728202,5.336546697,0.7142487351,2.268326471
0.245,,Control,1.128404454,0.6498310899,-0.262372571,-0.6498310899,0.262372571,4.809275241,-0.8275261148,0.7873872804,0.8275261148,-0.7873872804,-10.0483476,1.529513551,-2.300910396,-1.031677106,2.249315171,-4.442676084,4.524697197,0.7337200816,-0.0692826627,-6.281463844,0.09919697945,-2.06644855,0.8641063795,1.203940813,-0.1785906192,5.345504248,0.7170526508,2.262511505
0.25,,Control,1.160503972,0.6521085188,-0.2752570399,-0.6521085188,0.2752570399,4.804755019,-0.8265449278,0.7890430336,0.8265449278,-0.7890430336,-10.0810923,1.538938877,-2.293029524,-1.03344423,2.245728105,-4.446463899,4.523518376,0.732583819,-0.06272369877,-6.29916623,0.09520274793,-2.065625471,0.8597645083,1.19627098,-0.1545608609,5.354537325,0.7208812969,2.256634647
0.255,,Control,1.187166189,0.6547445926,-0.2877269641,-0.6547445926,0.2877269641,4.800021035,-0.8254185681,0.7902747856,0.8254185681,-0.7902747856,-10.10785784,1.548343135,-2.285597281,-1.035199392,2.241780869,-4.448076111,4.522919086,0.7315537943,-0.05622532932,-6.312205926,0.09119365177,-2.065832129,0.8555214149,1.189248652,-0.1304104094,5.363515116,0.7256443624,2.250683997
0.26,,Control,1.208601821,0.6577826244,-0.2998170803,-0.6577826244,0.2998170803,4.79487242,-0.8242010003,0.7910176876,0.8242010003,-0.7910176876,-10.12869701,1.557636228,-2.278731146,-1.036913827,2.237536233,-4.447520174,4.522880081,0.7305827729,-0.0497959288,-6.320855225,0.08721744872,-2.066670136,0.8514167853,1.182707516,-0.1064836911,5.37230192,0.7312156161,2.244650421
0.265,,Control,1.225117704,0.6612482091,-0.311577345,-0.6612482091,0.311577345,4.789148724,-0.822928618,0.7912198782,0.822928618,-0.7912198782,-10.14380329,1.566726323,-2.272515563,-1.038555927,2.233040908,-4.44484705,4.52338109,0.7296204405,-0.04343884224,-6.325492172,0.08331830875,-2.067738368,0.8474903412,1.176492261,-0.08312868692,5.380763893,0.7374428672,2.238527144
0.27,,Control,1.237101241,0.665146074,-0.3230598483,-0.665146074,0.3230598483,4.782740353,-0.8216209346,0.7908433506,0.8216209346,-0.7908433506,-10.15350446,1.57552816,-2.266998494,-1.040093081,2.228323637,-4.440149914,4.524401939,0.7286218281,-0.03715035791,-6.326583844,0.07953596291,-2.068656002,0.8437770775,1.170463628,-0.06068181147,5.388776289,0.744157518,2.23231088
0.275,,Control,1.245000707,0.6694564668,-0.334305719,-0.6694564668,0.334305719,4.775592246,-0.820280681,0.7898647131,0.820280681,-0.7898647131,-10.15824041,1.58396776,-2.262186859,-1.04149139,2.223393759,-4.433557479,4.525921936,0.7275535706,-0.03092062791,-6.324660464,0.07590278211,-2.069084513,0.8403040287,1.164499777,-0.03945653459,5.396223665,0.7511852153,2.226001991
0.28,,Control,1.249303417,0.6741340333,-0.3453397981,-0.6741340333,0.3453397981,4.767698026,-0.8188953225,0.7882745148,0.8188953225,-0.7882745148,-10.15852849,1.591987819,-2.25804722,-1.042717306,2.218240514,-4.425224555,4.527921271,0.7263978317,-0.02473702146,-6.320280319,0.07244058477,-2.068747419,0.8370885831,1.158501482,-0.01973258583,5.40300025,0.758356705,2.219605473
0.285,,Control,1.250509336,0.6791101237,-0.3561671301,-0.6791101237,0.3561671301,4.759093549,-0.8174436706,0.7860750718,0.8174436706,-0.7860750718,-10.15492217,1.599554081,-2.254511622,-1.043740301,2.212835271,-4.41532259,4.53038179,0.7251545385,-0.01858655422,-6.313990332,0.06915679205,-2.067443827,0.8341359275,1.152398997,-0.00174680994,5.40901187,0.7655159874,2.213130076
0.29,,Control,1.249104688,0.6842958246,-0.3667714287,-0.6842958246,0.3667714287,4.749848162,-0.815901219,0.7832787248,0.815901219,-0.7832787248,-10.14796438,1.606658245,-2.251484664,-1.044533121,2.207136502,-4.40402298,4.53329131,0.7238395851,-0.0124570278,-6.306286864,0.06604072333,-2.065056064,0.8314415742,1.146155746,0.01431349152,5.41417836,0.7725277279,2.206591584
0.295,,Control,1.245542931,0.6895865147,-0.3771165558,-0.6895865147,0.3771165558,4.740051484,-0.8142449246,0.7799047556,0.8142449246,-0.7799047556,-10.13815159,1.613320859,-2.248854054,-1.045075375,2.201096493,-4.391485434,4.536642774,0.7224816338,-0.006337881817,-6.297590565,0.06306369531,-2.06154611,0.828990655,1.139769092,0.02831108174,5.418435221,0.7792784259,2.200011255
0.3,,Control,1.240230193,0.694868076,-0.3871507593,-0.694868076,0.3871507593,4.729797619,-0.8124589617,0.7759786538,0.8124589617,-0.7759786538,-10.12590716,1.619589843,-2.246500739,-1.04535628,2.194668509,-4.377847289,4.54043354,0.7211195502,-0.0002221377005,-6.288236646,0.06018156534,-2.056946677,0.8267590564,1.133264337,0.04015484541,5.421737614,0.7856785286,2.193416735
0.305,,Control,1.233516396,0.7000255961,-0.3968097797,-0.7000255961,0.3968097797,4.719178017,-0.8105425706,0.7715334235,0.8105425706,-0.7715334235,-10.11156875,1.625534826,-2.244306988,-1.045375832,2.187814195,-4.363216239,4.544663025,0.7197979094,0.00589388517,-6.278477955,0.05734087661,-2.051350567,0.8247124831,1.1266901,0.04979194352,5.424062398,0.791660023,2.186840453
0.31,,Control,1.2256937,0.7049488675,-0.4060227453,-0.7049488675,0.4060227453,4.708281047,-0.8085127062,0.7666115027,0.8085127062,-0.7666115027,-10.095388,1.631241573,-2.242164412,-1.045145279,2.180510633,-4.347669319,4.549330521,0.7185636881,0.0120098565,-6.268494931,0.05448465329,-2.044899445,0.8228076536,1.120112604,0.0572011917,5.425408746,0.7971754363,2.180318961
0.315,,Control,1.216997397,0.7095389751,-0.4147197055,-0.7095389751,0.4147197055,4.697198831,-0.8064032195,0.7612663833,0.8064032195,-0.7612663833,-10.07754341,1.636805827,-2.239984207,-1.04468747,2.172755061,-4.331259974,4.554431613,0.717465019,0.01812112095,-6.258408843,0.05155988197,-2.037769598,0.8209919728,1.113611373,0.06238686204,5.42579748,0.8021959666,2.173888942
0.32,,Control,1.207608225,0.71371047,-0.4228366603,-0.71371047,0.4228366603,4.686038072,-0.8042599472,0.7555632204,0.8042599472,-0.7555632204,-10.05815783,1.6423272,-2.237704266,-1.044035648,2.164567036,-4.314023214,4.55995649,0.7165502324,0.02421923028,-6.24829974,0.04852350283,-2.030161054,0.819205012,1.107277264,0.0653729349,5.425266586,0.8067076096,2.167586109
